test,date,snumber,sname,qnumber,qname1,qname2,example1,example2,example3,example4,answer,explain
"previous","220305",3,"데이터베이스구축",57,"병행제어의 로킹(Locking) 단위에 대한 설명으로 옳지 않은 것은?","","① 데이터베이스, 파일, 레코드 등은 로킹 단위가 될 수 있다.","② 로킹 단위가 작아지면 로킹 오버헤드가 감소한다.","③ 로킹 단위가 작아지면 데이터베이스 공유도가 증가한다.","④ 한꺼번에 로킹 할 수 있는 객체의 크기를 로킹 단위라고 한다.","② 로킹 단위가 작아지면 로킹 오버헤드가 감소한다.","로킹의 단위 크기가 작으면 관리 기 복잡하여 병행 수준이 높아지고 오버헤드가 증가합니다."
"previous","220305",3,"데이터베이스구축",58,"E-R 모델의 표현 방법으로 옳지 않은 것은?","","① 개체타입: 사각형","② 관계타입: 마름모","③ 속성: 오각형","④ 연결: 선","③ 속성: 오각형","E-R모델에서 속성은 타원으로 표현합니다."
"previous","220305",3,"데이터베이스구축",59,"다음 설명의 ( )안에 들어갈 내용으로 작합한 것은?","https://firebasestorage.googleapis.com/v0/b/kh-basic-frontend-react-f5a7b.firebasestorage.app/o/DEVOLT%2FEXAM%2FPREVIOUS%2F200606%2FDEVOLT_EXAM_MOCK_200606_59.gif?alt=media","① 중복성","② 최소성","③ 참조성","④ 동일성","② 최소성","후보키는 유일성과 최소성을 모두 만족시켜야 하고, 슈퍼키는 유일성만 만족시키면 최소성은 만족시키지 않아도 됩니다."
"previous","220305",3,"데이터베이스구축",60,"정규화 과정 중 1NF에서 2NF가 되기 위한 조건은?","","① 1NF를 만족하는 모든 도메인이 원자 값이어야 한다.","② 1NF를 만족하고 키가 아닌 모든 애트리뷰트들이 기본 키에 이행적으로 함수 종속되지 않아야 한다.","③ 1NF를 만족하고 다치 종속이 제거되어야 한다.","④ 1NF를 만족하고 키가 아닌 모든 속성이 기본키에 대하여 완전 함수적 종속 관계를 만족해야 한다.","④ 1NF를 만족하고 키가 아닌 모든 속성이 기본키에 대하여 완전 함수적 종속 관계를 만족해야 한다.","1NF의 조건은 원자값으로 구성될 것, 2NF의 조건은 부분 함수 종속 제거(완전 함수적 종속 관계), 3NF이ㅡ 조건은 이행 함수 종속 제거, BCNF의 조건은 결정자 함수 종속, 4NF의 조건은 다중값(다치) 종속성 제거, 5NF의 조건은 조인 종속성을 제거하는 것입니다."
"previous","220305",4,"프로그래밍언어활용",61,"IPv6에 대한 설명으로 틀린 것은?","","① 128비트의 주소 공간을 제공한다.","② 인증 및 보안 기능을 포함하고 있다.","③ 패킷 크기가 64Kbyte로 고정되어 있다.","④ IPv6 확장 헤더를 통해 네트워크 기능 확장이 용이하다.","③ 패킷 크기가 64Kbyte로 고정되어 있다.","IPv6의 패킷 크기는 최소 1280바이트에서 최대 65535바이트까지로 가변적입니다."
"previous","220305",4,"프로그래밍언어활용",62,"C언어에서 비트 논리연산자에 해당하지 않는 것은?","","① ^","② ?","③ &","④ ~","② ?","?는 삼항 연산자(ternary operator)입니다."
"previous","220305",4,"프로그래밍언어활용",63,"TCP/IP 프로토콜 중 전송계층 프로토콜은?","","① HTTP","② SMTP","③ FTP","④ TCP","④ TCP","TCP는 전송 제어 프로토콜로써 데이터의 신뢰성을 보장하고 오류가 발생하면 재전송을 수행합니다."
"previous","220305",4,"프로그래밍언어활용",64,"시스템에서 모듈 사이의 결합도(Coupling)에 대한 설명으로 옳은 것은?","","① 한 모듈 내에 있는 처리요소들 사이의 기능적인 연관 정도를 나타낸다.","② 결합도가 높으면 시스템 구현 및 유지보수 작업이 쉽다.","③ 모듈간의 결합도를 약하게 하면 모듈 독립성이 향상된다.","④ 자료결합도는 내용결합도 보다 결합도가 높다.","③ 모듈간의 결합도를 약하게 하면 모듈 독립성이 향상된다.","모듈 결합도는 모듈 간의 상호 의존 정도를 나타내는 지표입니다. 결합도가 낮으면 모듈 간의 독립성이 높아지고, 결합도가 높으면 모듈 간의 독립성이 낮아집니다."
"previous","220305",4,"프로그래밍언어활용",65,"은행가 알고리즘(Banker's Algorithm)은 교착상태의 해결 방법 중 어떤 기법에 해당하는가?","","① Avoidance","② Detection","③ Prevention","④ Recovery","① Avoidance","은행가 알고리즘은 교착상태를 예방하는 기법입니다."
"previous","220305",4,"프로그래밍언어활용",66,"UNIX의 쉘(Shell)에 관한 설명으로 옳지 않은 것은?","","① 명령어 해석기이다.","② 시스템과 사용자 간의 인터페이스를 담당한다.","③ 여러 종류의 쉘이 있다.","④ 프로세스, 기억장치, 입출력 관리를 수행한다.","④ 프로세스, 기억장치, 입출력 관리를 수행한다.","UNIX의 쉘은 명령어 해석기로서, 사용자의 명령을 해석하고 시스템에 전달하는 역할을 합니다."
"previous","220305",4,"프로그래밍언어활용",67,"교착 상태 발생의 필요 충분 조건이 아닌 것은?","","① 상호 배제(mutual exclusion)","② 점유와 대기(hold and wait)","③ 환형 대기(circular wait)","④ 선점(preemption)","④ 선점(preemption)","교착상태 발생의 필요 충분 조건은 상호 배제, 점유와 대기, 환형 대기, 비선점입니다."
"previous","220305",4,"프로그래밍언어활용",68,"OSI-7계층에서 종단간 신뢰성 있고 효율적인 데이터를 전송하기 위해 오류검출과 복구, 흐름 제어를 수행하는 계층은?","","① 전송 계층","② 세션 계층","③ 표현 계층","④ 응용 계층","① 전송 계층","전송 계층은 데이터를 세그먼트로 분할하고, 각 세그먼트에 일련번호를 부여하여 전송 중에 발생할 수 있는 오류를 검출하고 복구합니다. 또한, 흐름 제어를 통해 송신 측과 수신 측의 데이터 처리 속도 차이를 조절하여 데이터 전송의 효율성을 높입니다."
"previous","220305",4,"프로그래밍언어활용",69,"IPv6의 주소체계로 거리가 먼 것은?","","① Unicast","② Anycast","③ Broadcast","④ Multicast","③ Broadcast","Broadcast는 특정 호스트가 아닌 네트워크상의 모든 호스트에 데이터를 전송하는 주소체계입니다."
"previous","220305",4,"프로그래밍언어활용",70,"TCP/IP 네트워크에서 IP 주소를 MAC 주소로 변환하는 프로토콜은?","","① UDP","② ARP","③ TCP","④ ICMP","② ARP","ARP는 IP 주소와 MAC 주소를 매핑하는 프로토콜로, 데이터를 전송하기 위해 IP 주소를 MAC 주소로 변환해야 할 때 사용됩니다."
"previous","220305",4,"프로그래밍언어활용",71,"프로세스 상태의 종류가 아닌 것은?","","① Ready","② Running","③ Requst","④ Exit","③ Requst","프로세스 상태는 크게 준비, 실행, 대기, 종료로 나눌 수 있으며, Request는 프로세스 상태를 나타내는 용어가 아닙니다."
"previous","220305",4,"프로그래밍언어활용",72,"스레드(Thread)에 대한 설명으로 옳지 않은 것은?","","① 한 개의 프로세스는 여러 개의 스레드를 가질 수 없다.","② 커널 스레드의 경우 운영체제에 의해 스레드를 운용한다.","③ 사용자 스레드의 경우 사용자가 만든 라이브러리를 사용하여 스레드를 운용한다.","④ 스레드를 사용함으로써 하드웨어, 운영체제의 성능과 응용 프로그램의 처리율을 향상시킬 수 있다.","① 한 개의 프로세스는 여러 개의 스레드를 가질 수 없다.","스레드는 프로세스 내의 실행 흐름으로, 프로세스는 여러 개의 스레드를 가질 수 있습니다."
"previous","220305",4,"프로그래밍언어활용",73,"HRN(Highest Response-ratio Next) 스케줄링 방식에 대한 설명으로 옳지 않은 것은?","","① 대기 시간이 긴 프로세스의 경우 우선 순위가 높아진다.","② SJF 기법을 보완하기 위한 방식이다.","③ 긴 작업과 짧은 작업 간의 지나친 불평등을 해소할 수 있다.","④ 우선 순위를 계산하여 그 수치가 가장 낮은 것부터 높은 순으로 우선 순위가 부여된다.","④ 우선 순위를 계산하여 그 수치가 가장 낮은 것부터 높은 순으로 우선 순위가 부여된다.","HRN 스케줄링 방식은 우선 순위를 계산하여 그 수치가 가장 높은 것부터 낮은 순으로 우선순위가 부여됩니다."
"previous","220305",4,"프로그래밍언어활용",74,"IEEE 802.11 워킹 그룹의 무선 LAN 표준화 현황 중 QoS 강화를 위해 MAC 지원 가능을 채택한 것은?","","① 802.22a","② 802.11b","③ 802.11g","④ 802.11e","④ 802.11e","802.11e는 VoIP, IPTV, 게임 등 다양한 QoS 요구 사항을 충족하기 위해 QoS 지원 기능을 제공합니다."
"previous","220305",4,"프로그래밍언어활용",75,"C언어에서 사용할 수 없는 변수명은?","","① student2019","② text-color","③ _korea","④ amount","② text-color","C언어에서는 변수명에 영어와 숫자, 그리고 언더스코어(_)만 사용 가능합니다."
"previous","220305",4,"프로그래밍언어활용",76,"스크립트 언어가 아닌 것은?","","① PHP","② Cobol","③ Basic","④ Python","② Cobol","Cobol은 전통적인 프로그래밍 언어로, 스크립트 언어의 특징을 갖고 있지 않습니다."
"previous","220305",4,"프로그래밍언어활용",77,"다음의 페이지 참조 열(Page reference string)에 대해 페이지 교체 기법으로 선입선출 알고리즘을 사용할 경우 페이지 부재(Page Fault) 횟수는? (단, 할당된 페이지 프레임 수는 3이고, 처음에는 모든 프레임이 비어 있다.)","https://firebasestorage.googleapis.com/v0/b/kh-basic-frontend-react-f5a7b.firebasestorage.app/o/DEVOLT%2FEXAM%2FPREVIOUS%2F200606%2FDEVOLT_EXAM_MOCK_200606_77.gif?alt=media","① 13","② 14","③ 15","④ 20","② 14","선입선출 알고리즘은 가장 먼저 들어온 페이지를 먼저 교체하는 방식입니다."
"previous","220305",4,"프로그래밍언어활용",78,"C언어에서 배열 b[5]의 값은?","https://firebasestorage.googleapis.com/v0/b/kh-basic-frontend-react-f5a7b.firebasestorage.app/o/DEVOLT%2FEXAM%2FPREVIOUS%2F200606%2FDEVOLT_EXAM_MOCK_200606_78.gif?alt=media","① 0","② 1","③ 2","④ 3","① 0","배열 b는 9개의 요소를 가지고 있으며, 1, 2, 3의 3개 요소만 초기화가 되어 있으므로 나머지 6개 요소의 값은 0입니다."
"previous","220305",4,"프로그래밍언어활용",79,"응집도가 가장 낮은 것은?","","① 기능적 응집도","② 시간적 응집도","③ 절차적 응집도","④ 우연적 응집도","④ 우연적 응집도","우연적 응집도는 모듈의 모든 구성 요소가 단순히 우연히 함께 있는 경우를 말합니다. 우연적 응집도가 가장 낮은 이유는 모듈의 기능이 명확하지 않고, 변경에 불편하기 때문입니다."
"previous","220305",4,"프로그래밍언어활용",80,"JAVA 언어에서 접근제한자가 아닌 것은?","","① public","② protected","③ package","④ private","③ package","package는 패키지를 지정하는 데 사용되는 키워드입니다."
"previous","220305",5,"정보시스템구축관리",81,"Rayleigh-Norden 곡선의 노력 분포도를 이용한 프로젝트 비용 산정기법은?","","① Putnam 모형","② 델파이 모형","③ COCOMO 모형","④ 기능점수 모형","① Putnam 모형","Putnam 모형은 소프트웨어 개발 주기의 단계별로 요구할 인력의 분포를 가정하고, Rayleigh-Norden 곡선의 노력 분포도를 이용한 프로젝트 비용 산정기법입니다."
"previous","220305",5,"정보시스템구축관리",82,"메모리상에서 프로그램의 복귀 주소와 변수사이에 특정 값을 저장해 두었다가 그 값이 변경되었을 경우 오버플로우 상태로 가정하여 프로그램 실행을 중단하는 기술은?","","① 모드체크","② 리커버리 통제","③ 시스로그","④ 스택가드","④ 스택가드","스택가드는 메모리상에서 프로그램의 복귀 주소와 변수 사이에 특정 값을 저장해 두었다가 그 값이 변경되었을 경우 오버플로우 상태로 가정하여 프로그램 실행을 중단하는 기술로, 이를 통해 스택 오버플로우 공격을 방지할 수 있습니다."
"previous","220305",5,"정보시스템구축관리",83,"백도어 탐지 방법으로 틀린 것은?","","① 무결성 검사","② 닫힌 포트 확인","③ 로그 분석","④ SetUID 파일 검사","② 닫힌 포트 확인","백도어는 일반적으로 외부에서 접근할 수 있는 포트를 열어둔 상태로 존재합니다. 따라서, 닫힌 포트만 확인하는 것은 백도어를 탐지하기에는 충분하지 않습니다."
"previous","220305",5,"정보시스템구축관리",84,"IP 또는 ICMP의 특성을 악용하여 특정 사이트에 집중적으로 데이터를 보내 네트워크 또는 시스템의 상태를 불능으로 만드는 공격 방법은?","","① TearDrop","② Smishing","③ Qshing","④ Smurfing","④ Smurfing","Smurfing 공격은 IP 또는 ICMP의 특성을 악용하여 특정 사이트에 집중적으로 데이터를 보내 네트워크 또는 시스템의 상태를 불능으로 만드는 공격 방법입니다."
"previous","220305",5,"정보시스템구축관리",85,"CMM(Capability Maturity Model) 모델의 레벨로 옳지 않은 것은?","","① 최적단계","② 관리단계","③ 정의단계","④ 계획단계","④ 계획단계","CMM 모델의 레벨에는 1단계(초기 단계), 2단계(반복 가능한 단계), 3단계(정의된 관계), 4단계(관리된 관계), 5단계(최적화 단계)가 있습니다."
"previous","220305",5,"정보시스템구축관리",86,"웹과 컴퓨터 프로그램에서 용량이 적은 데이터를 교환하기 위해 데이터 객체를 속성·값의 쌍 형태로 표현하는 형식으로 자바스크립트(JavaScript)를 토대로 개발되어진 형식은?","","① Python","② XML","③ JSON","④ WEB SEVER","③ JSON","JSON은 JavaScript Object Notation의 약자로, 자바스크립트의 객체 표현 방법을 기반으로 개발된 데이터 교환 형식입니다."
"previous","220305",5,"정보시스템구축관리",87,"크래커가 침입하여 백도어를 만들어 놓거나, 설정 파일을 변경했을 때 분석하는 도구는?","","① trace","② tripwire","③ udpdump","④ cron","② tripwire","Tripwire는 파일의 무결성을 검사하는 도구입니다. Tripwire는 시스템의 중요한 파일들에 대한 해시값을 생성하고, 이를 데이터베이스에 저장합니다. 이후에 변경된 파일의 해시값을 비교하여, 변경된 파일을 탐지합니다."
"previous","220305",5,"정보시스템구축관리",88,"소프트웨어 개발 프레임워크를 적용할 경우 기대효과로 거리가 먼 것은?","","① 품질보증","② 시스템 복잡도 증가","③ 개발 용이성","④ 변경 용이성","② 시스템 복잡도 증가","프레임워크는 특정 기능을 수행하기 위해 필요한 클래스 또는 인터페이스를 모아둔 집합체로, 적용하지 않을 때와 비교하여 시스템 복잡도가 오히려 감소하는 효과가 있을 수 있습니다."
"previous","220305",5,"정보시스템구축관리",89,"COCOMO model 중 기관 내부에서 개발된 중소 규모의 소프트웨어로 일괄 자료 처리나 과학기술 계산용, 비즈니스 자료 처리용으로 5만 라인 이하의 소프트웨어를 개발하는 유형은?","","① embeded","② organic","③ semi-detached","④ semi-embeded","② organic","COCOMO model은 소프트웨어 개발 프로젝트의 소요 시간을 예측하기 위한 모델로, 크게 organic, semi-detached, embedded의 세 가지 유형으로 구분되며, 그 중 organic 유형은 소규모의 프로젝트로, 개발팀이 경험이 풍부하고 요구 사항이 명확한 경우에 해당합니다."
"previous","220305",5,"정보시스템구축관리",90,"여러 개의 독립된 통신장치가 UWB(Ultra Wideband)기술 또는 블루투스 기술을 사용하여 통신망을 형성하는 무선 네트워크 기술은?","","① PICONET","② SCRUM","③ NFC","④ WI-SUN","① PICONET","PICONET은 Bluetooth 기술을 사용하여 2~8대의 장치가 서로 연결된 근거리 무선 네트워크입니다."
"previous","220305",5,"정보시스템구축관리",91,"프로토타입을 지속적으로 발전시켜 최종 소프트웨어 개발까지 이르는 개발방법으로 위험관리가 중심인 소프트웨어 생명주기 모형은?","","① 나선형 모형","② 델파이 모형","③ 폭포수 모형","④ 기능점수 모형","① 나선형 모형","나선형 모형은 초기 요구사항 수집과 분석, 위험분석, 프로토타입 개발, 테스트 및 검증, 그리고 최종 제품 개발 등의 단계를 반복적으로 수행하며, 위험을 최소화하고 품질을 향상시키는 것을 목표로 합니다."
"previous","220305",5,"정보시스템구축관리",92,"다음이 설명하는 용어로 옳은 것은?","https://firebasestorage.googleapis.com/v0/b/kh-basic-frontend-react-f5a7b.firebasestorage.app/o/DEVOLT%2FEXAM%2FPREVIOUS%2F200606%2FDEVOLT_EXAM_MOCK_200606_92.gif?alt=media","① 하둡(Hadoop)","② 비컨(Beacon)","③ 포스퀘어(Foursquare)","④ 맴리스터(Memristor)","① 하둡(Hadoop)","하둡은 대용량 데이터를 분산 처리할 수 있는 오픈소스 프레임워크로, 이를 통해 여러 대의 컴퓨터를 하나의 클러스터로 구성하여 데이터를 처리할 수 있습니다."
"previous","220305",5,"정보시스템구축관리",93,"소인수 분해 문제를 이용한 공개키 암호화 기법에 널리 사용되는 암호 알고리즘 기법은?","","① RSA","② ECC","③ PKI","④ PEM","① RSA","RSA는 Rivest, Shamir, Adleman이 개발한 공개키 암호화 기법으로, 소인수 분해 문제를 이용합니다. RSA는 현재 가장 널리 사용되는 공개키 암호화 기법으로, SSL, TLS, SSH 등 다양한 암호화 프로토콜에서 사용됩니다."
"previous","220305",5,"정보시스템구축관리",94,"LOC 기법에 의하여 예측된 총 라인수가 50000라인, 프로그래머의 월 평균 생산성이 200라인, 개발에 참여할 프로그래머가 10인 일 때, 개발 소요 기간은?","","① 25개월","② 50개월","③ 200개월","④ 2000개월","① 25개월","LOC 기법에 의한 개발 소요 기간은 총 LOC / 월 평균 생산성 / 참여 인원으로 계산됩니다."
"previous","220305",5,"정보시스템구축관리",95,"최대 홉수를 15로 제한한 라우팅 프로토콜은?","","① RIP","② OSPF","③ Static","④ EIGRP","① RIP","RIP(Routing Information Protocol)는 거리 벡터 라우팅 프로토콜로, 라우터 간의 라우팅 정보를 홉 수와 함께 전송합니다. RIP는 최대 홉 수를 15로 제한하고 있으며, 홉 수가 16 이상인 경로는 무시합니다."
"previous","220305",5,"정보시스템구축관리",96,"컴퓨터 사용자의 키보드 움직임을 탐지해 ID, 패스워드 등 개인의 중요한 정보를 몰래 빼가는 해킹 공격은?","","① Key Logger Attack","② Worm","③ Rollback","④ Zombie Worm","① Key Logger Attack","키로거(Key Logger)는 사용자의 키보드 입력을 기록하는 프로그램입니다. 키로거는 사용자의 ID, 패스워드, 신용카드 번호 등 개인의 중요한 정보를 빼가는 데 악용될 수 있습니다."
"previous","220305",5,"정보시스템구축관리",97,"테일러링(Tailoring) 개발 방법론의 내부 기준에 해당하지 않는 것은?","","① 납기/비용","② 기술환경","③ 구성원 능력","④ 국제표준 품질기준","④ 국제표준 품질기준","테일러링 개발 방법론은 표준 개발 방법론을 프로젝트의 특성에 맞게 수정하고 보완하는 방법론입니다."
"previous","220305",5,"정보시스템구축관리",98,"폭포수 모형의 특징으로 거리가 먼 것은?","","① 개발 중 발생한 요구사항을 쉽게 반영할 수 있다.","② 순차적인 접근방법을 이용한다.","③ 단계적 정의와 산출물이 명확하다.","④ 모형의 적용 경험과 성공사례가 많다.","① 개발 중 발생한 요구사항을 쉽게 반영할 수 있다.","폭포수 모델은 선형적인 개발 프로세스 모델로, 각 단계가 완료되어야 다음 단계로 진행되기 때문에 개발 중 발생한 요구사항을 쉽게 반영하기 어렵습니다."
"previous","220305",5,"정보시스템구축관리",99,"다음 설명의 정보보안 침해 공격 관련 용어는?","https://firebasestorage.googleapis.com/v0/b/kh-basic-frontend-react-f5a7b.firebasestorage.app/o/DEVOLT%2FEXAM%2FPREVIOUS%2F200606%2FDEVOLT_EXAM_MOCK_200606_99.gif?alt=media","① Smishing","② C-brain","③ Trojan Horse","④ Ransomware","④ Ransomware","Smishing은 SMS + Fishing 즉 SMS를 이용하는 피싱 사기를, C-Brain은 MS-DOS용 컴퓨터 바이러스로 기억 매체의 시동 섹터를 감염시키는 것을, 트로이 목마는 정상적인 기능인 척 하는 악성 프로그램을 가리키는 용어입니다."
"previous","220305",5,"정보시스템구축관리",100,"시스템 내의 정보는 오직 인가된 사용자만 수정할 수 있는 보안 요소는?","","① 기밀성","② 부인방지","③ 가용성","④ 무결성","④ 무결성","무결성은 정보의 정확성, 완전성, 일관성을 보장하는 것을 의미합니다."
